time,PM2.5,PM2.5(t-1),PM2.5(t-3),PM2.5(t-6),PM2.5(t-12),PM2.5(t-24),Wind Speed(t-3),Relative Humidity(t-2),Temperature(t-6),Cloud Cover(t-2),Precipitation(t-1),PM2.5_rolling_mean_24h,PM2.5_rolling_std_24h,Hour,Month,Weekend,ISO Week,Weekday_Friday,Weekday_Monday,Weekday_Saturday,Weekday_Sunday,Weekday_Thursday,Weekday_Tuesday,Weekday_Wednesday,Season_Fall,Season_Spring,Season_Summer,Season_Winter
2024-01-01 19:00:00-05:00,20.4,28.8,10.6,5.7,19.9,19.3,8.0,72.0,7.7,4.0,0.0,19.22083333333333,8.30693681662274,19,1,0,1,False,True,False,False,False,False,False,False,False,False,True
2024-01-01 20:00:00-05:00,18.3,20.4,20.4,6.1,27.0,21.7,6.8,79.0,7.5,91.0,0.0,19.079166666666666,8.291796845529698,20,1,0,1,False,True,False,False,False,False,False,False,False,False,True
2024-01-01 21:00:00-05:00,14.9,18.3,28.8,6.7,22.5,24.6,7.1,87.0,7.4,32.0,0.0,18.675,8.24727886612622,21,1,0,1,False,True,False,False,False,False,False,False,False,False,True
2024-01-01 22:00:00-05:00,12.0,14.9,20.4,10.6,12.5,27.8,7.1,79.0,7.0,16.0,0.0,18.01666666666667,8.116792398514313,22,1,0,1,False,True,False,False,False,False,False,False,False,False,True
2024-01-01 23:00:00-05:00,9.9,12.0,18.3,20.4,8.1,30.5,11.2,70.0,4.9,1.0,0.0,17.158333333333335,7.823204984652012,23,1,0,1,False,True,False,False,False,False,False,False,False,False,True
2024-01-02 00:00:00-05:00,8.4,9.9,14.9,28.8,6.1,31.9,13.7,73.0,3.4,0.0,0.0,16.179166666666664,7.354500495358738,0,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 01:00:00-05:00,7.5,8.4,12.0,20.4,5.7,28.3,14.3,78.0,2.0,0.0,0.0,15.312499999999998,7.084662705603842,1,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 02:00:00-05:00,6.7,7.5,9.9,18.3,6.1,22.8,13.7,78.0,2.2,0.0,0.0,14.641666666666667,7.107064254587869,2,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 03:00:00-05:00,5.9,6.7,8.4,14.9,6.7,20.4,12.8,79.0,1.7,0.0,0.0,14.0375,7.211814732723691,3,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 04:00:00-05:00,5.3,5.9,7.5,12.0,10.6,19.4,12.4,79.0,0.7,0.0,0.0,13.450000000000001,7.329333560070975,4,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 05:00:00-05:00,4.8,5.3,6.7,9.9,20.4,19.2,10.8,80.0,-0.4,0.0,0.0,12.850000000000001,7.426919309833834,5,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 06:00:00-05:00,4.9,4.8,5.9,8.4,28.8,19.9,9.7,83.0,-1.2,0.0,0.0,12.225,7.438983684675591,6,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 07:00:00-05:00,4.7,4.9,5.3,7.5,20.4,19.9,8.8,87.0,-1.8,0.0,0.0,11.591666666666667,7.404106772693742,7,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 08:00:00-05:00,7.0,4.7,4.8,6.7,18.3,27.0,8.4,88.0,-2.3,0.0,0.0,10.758333333333333,6.685085064443134,8,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 09:00:00-05:00,6.0,7.0,4.9,5.9,14.9,22.5,7.0,89.0,-2.8,0.0,0.0,10.070833333333335,6.259981884031766,9,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 10:00:00-05:00,4.5,6.0,4.7,5.3,12.0,12.5,6.4,80.0,-3.4,0.0,0.0,9.7375,6.337521974921176,10,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 11:00:00-05:00,4.7,4.5,7.0,4.8,9.9,8.1,8.1,67.0,-3.9,0.0,0.0,9.595833333333333,6.413266085549397,11,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 12:00:00-05:00,5.0,4.7,6.0,4.9,8.4,6.1,9.0,61.0,-4.3,0.0,0.0,9.549999999999999,6.443196614157896,12,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 13:00:00-05:00,5.2,5.0,4.5,4.7,7.5,5.7,9.6,59.0,-4.6,0.0,0.0,9.529166666666667,6.4569799891056086,13,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 14:00:00-05:00,5.3,5.2,4.7,7.0,6.7,6.1,9.2,54.0,-2.8,0.0,0.0,9.495833333333334,6.477484694772702,14,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 15:00:00-05:00,5.5,5.3,5.0,6.0,5.9,6.7,9.9,50.0,-1.0,0.0,0.0,9.445833333333333,6.504578933447529,15,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 16:00:00-05:00,7.0,5.5,5.2,4.5,5.3,10.6,10.8,48.0,0.7,0.0,0.0,9.295833333333333,6.518300603195844,16,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 17:00:00-05:00,12.2,7.0,5.3,4.7,4.8,20.4,12.0,47.0,2.3,0.0,0.0,8.954166666666666,6.113277009681598,17,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 18:00:00-05:00,15.5,12.2,5.5,5.0,4.9,28.8,11.8,53.0,3.7,0.0,0.0,8.4,4.668022577345662,18,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 19:00:00-05:00,23.2,15.5,7.0,5.2,4.7,20.4,7.7,69.0,4.9,0.0,0.0,8.516666666666667,5.00388255055115,19,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 20:00:00-05:00,19.8,23.2,12.2,5.3,7.0,18.3,9.6,76.0,5.6,0.0,0.0,8.579166666666667,5.1389373936867555,20,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 21:00:00-05:00,16.5,19.8,15.5,5.5,6.0,14.9,9.7,79.0,5.7,0.0,0.0,8.645833333333334,5.2340008113061804,21,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 22:00:00-05:00,14.8,16.5,23.2,7.0,4.5,12.0,7.6,78.0,4.9,0.0,0.0,8.762500000000001,5.342106122690478,22,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-02 23:00:00-05:00,13.9,14.8,19.8,12.2,4.7,9.9,7.6,80.0,1.5,0.0,0.0,8.929166666666667,5.440626495787668,23,1,0,1,False,False,False,False,False,True,False,False,False,False,True
2024-01-03 00:00:00-05:00,13.1,13.9,16.5,15.5,5.0,8.4,8.5,76.0,0.5,0.0,0.0,9.125,5.504958239386692,0,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 01:00:00-05:00,12.2,13.1,14.8,23.2,5.2,7.5,8.6,77.0,0.0,0.0,0.0,9.320833333333333,5.528186994781877,1,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 02:00:00-05:00,10.9,12.2,13.9,19.8,5.3,6.7,7.8,80.0,-0.1,63.0,0.0,9.495833333333334,5.5080556947285855,2,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 03:00:00-05:00,9.7,10.9,13.1,16.5,5.5,5.9,8.0,81.0,-0.6,0.0,0.0,9.654166666666667,5.454553675334176,3,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 04:00:00-05:00,8.8,9.7,12.2,14.8,7.0,5.3,8.8,84.0,-0.7,21.0,0.0,9.799999999999999,5.379348594797324,4,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 05:00:00-05:00,8.3,8.8,10.9,13.9,12.2,4.8,8.0,85.0,-1.1,89.0,0.0,9.945833333333335,5.284512166754829,5,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 06:00:00-05:00,8.5,8.3,9.7,13.1,15.5,4.9,8.0,85.0,-1.6,86.0,0.0,10.095833333333333,5.185219727570714,6,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 07:00:00-05:00,9.3,8.5,8.8,12.2,23.2,4.7,8.0,84.0,-1.6,99.0,0.0,10.2875,5.060616262523947,7,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 08:00:00-05:00,12.3,9.3,8.3,10.9,19.8,7.0,8.0,83.0,-2.1,91.0,0.0,10.508333333333333,5.026444561271548,8,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 09:00:00-05:00,12.7,12.3,8.5,9.7,16.5,6.0,7.6,82.0,-2.3,89.0,0.0,10.7875,4.950653228747135,9,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 10:00:00-05:00,8.9,12.7,9.3,8.8,14.8,4.5,7.7,77.0,-2.3,8.0,0.0,10.970833333333333,4.786437285085647,10,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 11:00:00-05:00,6.8,8.9,12.3,8.3,13.9,4.7,9.8,74.0,-2.2,0.0,0.0,11.058333333333332,4.684935772068373,11,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 12:00:00-05:00,6.8,6.8,12.7,8.5,13.1,5.0,9.4,65.0,-2.1,0.0,0.0,11.133333333333333,4.59732121118817,12,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 13:00:00-05:00,6.7,6.8,8.9,9.3,12.2,5.2,10.2,61.0,-1.9,0.0,0.0,11.195833333333333,4.52274245069984,13,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 14:00:00-05:00,6.7,6.7,6.8,12.3,10.9,5.3,9.7,58.0,-0.7,40.0,0.0,11.254166666666668,4.451866161380041,14,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 15:00:00-05:00,7.0,6.7,6.8,12.7,9.7,5.5,10.7,48.0,1.1,100.0,0.0,11.316666666666668,4.377478593960202,15,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 16:00:00-05:00,9.3,7.0,6.7,8.9,8.8,7.0,13.3,50.0,3.0,1.0,0.0,11.4125,4.303417499373389,16,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 17:00:00-05:00,15.4,9.3,6.7,6.8,8.3,12.2,13.3,51.0,4.4,8.0,0.0,11.545833333333334,4.377807587750104,17,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 18:00:00-05:00,17.2,15.4,7.0,6.8,8.5,15.5,10.3,59.0,5.4,15.0,0.0,11.616666666666667,4.457594073885182,18,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 19:00:00-05:00,29.0,17.2,9.3,6.7,9.3,23.2,8.9,67.0,7.7,11.0,0.0,11.858333333333334,5.207095215156931,19,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 20:00:00-05:00,33.8,29.0,15.4,6.7,12.3,19.8,14.4,69.0,7.4,100.0,0.0,12.441666666666665,6.7043734374217125,20,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 21:00:00-05:00,38.4,33.8,17.2,7.0,12.7,16.5,13.0,77.0,7.3,95.0,0.0,13.354166666666666,8.524133472047195,21,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 22:00:00-05:00,42.7,38.4,29.0,9.3,8.9,14.8,8.6,75.0,6.0,100.0,0.0,14.516666666666667,10.421243632147734,22,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-03 23:00:00-05:00,43.8,42.7,33.8,15.4,6.8,13.9,8.2,82.0,3.6,100.0,0.0,15.762500000000001,12.010387261612884,23,1,0,1,False,False,False,False,False,False,True,False,False,False,True
2024-01-04 00:00:00-05:00,32.6,43.8,38.4,17.2,6.8,13.1,5.8,89.0,3.1,100.0,0.0,16.575,12.473110207998225,0,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 01:00:00-05:00,26.1,32.6,42.7,29.0,6.7,12.2,8.0,87.0,2.0,100.0,0.0,17.154166666666665,12.583356128206628,1,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 02:00:00-05:00,23.8,26.1,43.8,33.8,6.7,10.9,4.9,81.0,1.7,100.0,0.0,17.691666666666666,12.58010564228355,2,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 03:00:00-05:00,22.5,23.8,32.6,38.4,7.0,9.7,4.3,83.0,0.6,100.0,0.0,18.225,12.497625861495171,3,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 04:00:00-05:00,21.1,22.5,26.1,42.7,9.3,8.8,2.4,86.0,-0.7,100.0,0.0,18.7375,12.345596380896302,4,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 05:00:00-05:00,20.5,21.1,23.8,43.8,15.4,8.3,4.3,87.0,-0.1,100.0,0.0,19.245833333333334,12.146711101352087,5,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 06:00:00-05:00,20.7,20.5,22.5,32.6,17.2,8.5,3.7,86.0,0.9,100.0,0.0,19.754166666666666,11.930814293674375,6,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 07:00:00-05:00,25.6,20.7,21.1,26.1,29.0,9.3,5.8,82.0,1.0,100.0,0.0,20.433333333333334,11.772727018379184,7,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 08:00:00-05:00,28.2,25.6,20.5,23.8,33.8,12.3,5.7,85.0,0.8,100.0,0.0,21.09583333333333,11.742471377779504,8,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 09:00:00-05:00,27.7,28.2,20.7,22.5,38.4,12.7,5.3,86.0,0.4,100.0,0.0,21.72083333333333,11.675167968875185,9,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 10:00:00-05:00,21.9,27.7,25.6,21.1,42.7,8.9,5.7,84.0,0.3,100.0,0.0,22.2625,11.35156807785104,10,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 11:00:00-05:00,12.6,21.9,28.2,20.5,43.8,6.8,4.2,81.0,0.7,99.0,0.0,22.504166666666666,11.066222762617958,11,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 12:00:00-05:00,6.9,12.6,27.7,20.7,32.6,6.8,7.5,72.0,0.5,86.0,0.0,22.50833333333333,11.060069842796473,12,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 13:00:00-05:00,3.4,6.9,21.9,25.6,26.1,6.7,7.6,59.0,0.6,29.0,0.0,22.370833333333337,11.283403709668555,13,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 14:00:00-05:00,2.1,3.4,12.6,28.2,23.8,6.7,16.4,49.0,1.2,57.0,0.0,22.179166666666664,11.595913041902397,14,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 15:00:00-05:00,1.7,2.1,6.9,27.7,22.5,7.0,23.1,47.0,2.4,76.0,0.0,21.958333333333332,11.9428318201362,15,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 16:00:00-05:00,1.8,1.7,3.4,21.9,21.1,9.3,25.8,47.0,3.9,79.0,0.0,21.645833333333332,12.378627414486084,16,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 17:00:00-05:00,2.3,1.8,2.1,12.6,20.5,15.4,26.9,49.0,5.7,0.0,0.0,21.1,12.942011133278816,17,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 18:00:00-05:00,2.8,2.3,1.7,6.9,20.7,17.2,25.7,42.0,6.8,0.0,0.0,20.5,13.454335005297825,18,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 19:00:00-05:00,6.6,2.8,1.8,3.4,25.6,29.0,23.5,43.0,6.8,0.0,0.0,19.566666666666666,13.615038573662533,19,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 20:00:00-05:00,5.6,6.6,2.3,2.1,28.2,33.8,23.7,43.0,6.5,0.0,0.0,18.39166666666667,13.5499692496576,20,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 21:00:00-05:00,4.5,5.6,2.8,1.7,27.7,38.4,23.3,40.0,5.4,0.0,0.0,16.979166666666668,13.134090364777641,21,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 22:00:00-05:00,3.5,4.5,6.6,1.8,21.9,42.7,23.4,40.0,4.4,0.0,0.0,15.345833333333333,12.200676359251089,22,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-04 23:00:00-05:00,2.9,3.5,5.6,2.3,12.6,43.8,24.6,43.0,2.4,0.0,0.0,13.641666666666666,10.833238572606742,23,1,0,1,False,False,False,False,True,False,False,False,False,False,True
2024-01-05 00:00:00-05:00,2.5,2.9,4.5,2.8,6.9,32.6,22.1,49.0,0.8,0.0,0.0,12.387500000000001,10.270739886984142,0,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 01:00:00-05:00,2.3,2.5,3.5,6.6,3.4,26.1,21.3,54.0,-0.4,0.0,0.0,11.395833333333334,10.03547963224855,1,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 02:00:00-05:00,2.2,2.3,2.9,5.6,2.1,23.8,20.5,57.0,-0.1,0.0,0.0,10.495833333333334,9.84137137698351,2,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 03:00:00-05:00,2.0,2.2,2.5,4.5,1.7,22.5,18.5,59.0,-1.1,0.0,0.0,9.641666666666667,9.64179834690184,3,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 04:00:00-05:00,2.1,2.0,2.3,3.5,1.8,21.1,17.6,60.0,-2.1,0.0,0.0,8.85,9.437943770159679,4,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 05:00:00-05:00,2.4,2.1,2.2,2.9,2.3,20.5,17.0,62.0,-3.1,1.0,0.0,8.095833333333333,9.186354680657656,5,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 06:00:00-05:00,3.1,2.4,2.0,2.5,2.8,20.7,15.1,65.0,-3.8,52.0,0.0,7.3625,8.832096235494932,6,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 07:00:00-05:00,5.5,3.1,2.1,2.3,6.6,25.6,11.8,69.0,-4.3,89.0,0.0,6.5249999999999995,7.934966644679372,7,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 08:00:00-05:00,7.7,5.5,2.4,2.2,5.6,28.2,9.9,71.0,-4.5,3.0,0.0,5.670833333333333,6.468080769484874,8,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 09:00:00-05:00,6.8,7.7,3.1,2.0,4.5,27.7,8.0,74.0,-4.7,0.0,0.0,4.8,4.472233174289746,9,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 10:00:00-05:00,4.1,6.8,5.5,2.1,3.5,21.9,7.2,70.0,-4.9,0.0,0.0,4.058333333333334,2.595132009152503,10,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 11:00:00-05:00,3.6,4.1,7.7,2.4,2.9,12.6,10.1,60.0,-5.0,0.0,0.0,3.683333333333333,1.8506559745755737,11,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 12:00:00-05:00,3.7,3.6,6.8,3.1,2.5,6.9,11.5,52.0,-5.1,0.0,0.0,3.5500000000000003,1.7194539072423025,12,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 13:00:00-05:00,3.7,3.7,4.1,5.5,2.3,3.4,12.4,50.0,-5.4,0.0,0.0,3.5625,1.7194064951757508,13,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 14:00:00-05:00,3.7,3.7,3.6,7.7,2.2,2.1,12.8,48.0,-4.3,0.0,0.0,3.629166666666667,1.691019544963824,14,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 15:00:00-05:00,3.8,3.7,3.7,6.8,2.0,1.7,12.8,45.0,-2.4,0.0,0.0,3.716666666666667,1.6404311911061689,15,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 16:00:00-05:00,5.0,3.8,3.7,4.1,2.1,1.8,13.8,44.0,-1.0,0.0,0.0,3.85,1.6075906898484247,16,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 17:00:00-05:00,11.4,5.0,3.7,3.6,2.4,2.3,13.1,44.0,0.1,1.0,0.0,4.229166666666667,2.1927705656596994,17,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 18:00:00-05:00,13.3,11.4,3.8,3.7,3.1,2.8,11.9,49.0,1.1,4.0,0.0,4.666666666666667,2.8455406251318434,18,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 19:00:00-05:00,19.4,13.3,5.0,3.7,5.5,6.6,8.2,60.0,2.1,4.0,0.0,5.2,4.132269615346194,19,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 20:00:00-05:00,20.7,19.4,11.4,3.7,7.7,5.6,10.2,66.0,2.9,100.0,0.0,5.829166666666667,5.2058895716183216,20,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 21:00:00-05:00,18.0,20.7,13.3,3.8,6.8,4.5,11.1,69.0,3.1,100.0,0.0,6.391666666666667,5.7562757182859,21,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 22:00:00-05:00,18.3,18.0,19.4,5.0,4.1,3.5,12.1,69.0,2.4,100.0,0.0,7.008333333333333,6.208053441798982,22,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-05 23:00:00-05:00,17.6,18.3,20.7,11.4,3.6,2.9,9.0,73.0,0.2,11.0,0.0,7.620833333333333,6.503241945145647,23,1,0,1,True,False,False,False,False,False,False,False,False,False,True
2024-01-06 00:00:00-05:00,17.0,17.6,18.0,13.3,3.7,2.5,9.8,78.0,-0.6,25.0,0.0,8.225,6.678013893757459,0,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 01:00:00-05:00,16.8,17.0,18.3,19.4,3.7,2.3,10.0,83.0,-0.9,52.0,0.0,8.829166666666667,6.773893567068446,1,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 02:00:00-05:00,16.1,16.8,17.6,20.7,3.7,2.2,8.0,87.0,-1.0,17.0,0.0,9.408333333333333,6.7766810310875405,2,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 03:00:00-05:00,15.8,16.1,17.0,18.0,3.8,2.0,6.7,89.0,-1.6,88.0,0.0,9.983333333333333,6.705848626169672,3,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 04:00:00-05:00,15.9,15.8,16.8,18.3,5.0,2.1,6.2,89.0,-2.6,62.0,0.0,10.558333333333334,6.591161187309992,4,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 05:00:00-05:00,16.6,15.9,16.1,17.6,11.4,2.4,7.9,90.0,-3.3,100.0,0.0,11.15,6.463072361332982,5,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 06:00:00-05:00,18.5,16.6,15.8,17.0,13.3,3.1,6.6,92.0,-4.1,100.0,0.0,11.791666666666666,6.3931972450795636,6,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 07:00:00-05:00,25.2,18.5,15.9,16.8,19.4,5.5,8.4,89.0,-4.4,100.0,0.0,12.612500000000002,6.801873942556929,7,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 08:00:00-05:00,33.2,25.2,16.6,16.1,20.7,7.7,5.0,93.0,-4.2,100.0,0.0,13.674999999999999,7.903562762945975,8,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 09:00:00-05:00,32.7,33.2,18.5,15.8,18.0,6.8,4.1,96.0,-4.8,100.0,0.0,14.754166666666668,8.6563863916948,9,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 10:00:00-05:00,24.3,32.7,25.2,15.9,18.3,4.1,1.8,99.0,-5.2,100.0,0.0,15.595833333333333,8.556892932990733,10,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 11:00:00-05:00,19.5,24.3,33.2,16.6,17.6,3.6,3.6,82.0,-3.9,100.0,0.0,16.258333333333333,8.195646599775142,11,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 12:00:00-05:00,16.1,19.5,32.7,18.5,17.0,3.7,6.1,72.0,-4.1,100.0,0.0,16.775000000000002,7.748169489291173,12,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 13:00:00-05:00,13.9,16.1,24.3,25.2,16.8,3.7,7.8,68.0,-3.9,100.0,0.0,17.2,7.2644458779072405,13,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 14:00:00-05:00,12.4,13.9,19.5,33.2,16.1,3.7,9.3,64.0,-3.9,100.0,0.0,17.5625,6.761130115208744,14,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 15:00:00-05:00,11.3,12.4,16.1,32.7,15.8,3.8,10.2,69.0,-2.0,100.0,0.0,17.875,6.251486779680633,15,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 16:00:00-05:00,11.1,11.3,13.9,24.3,15.9,5.0,13.3,68.0,-0.5,100.0,0.2,18.129166666666666,5.813962142730329,16,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 17:00:00-05:00,11.4,11.1,12.4,19.5,16.6,11.4,15.5,77.0,0.9,100.0,0.5,18.129166666666666,5.813962142730329,17,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 18:00:00-05:00,10.7,11.4,11.3,16.1,18.5,13.3,14.7,83.0,1.8,100.0,1.2,18.020833333333332,5.930904994852893,18,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 19:00:00-05:00,8.8,10.7,11.1,13.9,25.2,19.4,16.3,92.0,2.4,100.0,1.8,17.579166666666666,6.2117685759033,19,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 20:00:00-05:00,7.1,8.8,11.4,12.4,33.2,20.7,17.6,99.0,2.8,100.0,3.0,17.0125,6.52702159254627,20,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 21:00:00-05:00,6.3,7.1,10.7,11.3,32.7,18.0,19.2,100.0,2.1,100.0,1.8,16.525000000000002,6.877578567818894,21,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 22:00:00-05:00,5.7,6.3,8.8,11.1,24.3,18.3,21.5,99.0,1.8,100.0,0.9,16.0,7.209112590869015,22,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-06 23:00:00-05:00,4.5,5.7,7.1,11.4,19.5,17.6,26.6,98.0,1.3,100.0,1.6,15.454166666666667,7.569617712859791,23,1,1,1,False,False,True,False,False,False,False,False,False,False,True
2024-01-07 00:00:00-05:00,3.9,4.5,6.3,10.7,16.1,17.0,28.5,100.0,1.1,100.0,0.8,14.908333333333333,7.917614741095069,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
2024-01-07 01:00:00-05:00,2.3,3.9,5.7,8.8,13.9,16.8,29.1,100.0,1.0,100.0,1.0,14.304166666666667,8.31046899564257,1,1,1,1,False,False,False,True,False,False,False,False,False,False,True
2024-01-07 02:00:00-05:00,1.4,2.3,4.5,7.1,12.4,16.1,25.9,100.0,0.9,100.0,0.5,13.691666666666668,8.704717195249687,2,1,1,1,False,False,False,True,False,False,False,False,False,False,True
